id,age,city,channel,score,flag,region,sku,qty,price,day,note
1187,55,hangzhou,retail,29.00,false,hangzhou,SKU-027,4,16.90,2026-01-12,ok
1188,56,beijing,web,29.33,true,beijing,SKU-028,5,17.90,2026-01-13,ok
1189,57,shanghai,app,29.67,false,beijing,SKU-029,6,18.90,2026-01-14,ok
1190,58,shenzhen,retail,30.00,true,shanghai,SKU-030,7,19.90,2026-01-15,ok
1191,59,guangzhou,web,30.33,false,shanghai,SKU-031,8,20.90,2026-01-16,ok
1192,60,chengdu,app,30.67,true,shenzhen,SKU-032,1,21.90,2026-01-17,ok
1193,61,hangzhou,retail,31.00,false,shenzhen,SKU-033,2,22.90,2026-01-18,ok
1194,62,beijing,web,31.33,true,guangzhou,SKU-034,3,23.90,2026-01-19,ok
1195,63,shanghai,app,31.67,false,guangzhou,SKU-035,4,24.90,2026-01-20,ok
1196,64,shenzhen,retail,32.00,true,chengdu,SKU-036,5,25.90,2026-01-21,ok
1197,65,guangzhou,web,32.33,false,chengdu,SKU-037,6,26.90,2026-01-22,ok
1198,66,chengdu,app,32.67,true,hangzhou,SKU-038,7,27.90,2026-01-23,ok
1199,67,hangzhou,retail,33.00,false,hangzhou,SKU-039,8,28.90,2026-01-24,ok
1200,18,beijing,web,0.00,true,beijing,SKU-000,1,9.90,2026-01-25,ok
1201,19,shanghai,app,0.33,false,beijing,SKU-001,2,10.90,2026-01-26,ok
1202,20,shenzhen,retail,0.67,true,shanghai,SKU-002,3,11.90,2026-01-27,ok
1203,21,guangzhou,web,1.00,false,shanghai,SKU-003,4,12.90,2026-01-28,ok
1204,22,chengdu,app,1.33,true,shenzhen,SKU-004,5,13.90,2026-01-01,ok
1205,23,hangzhou,retail,1.67,false,shenzhen,SKU-005,6,14.90,2026-01-02,ok
1206,24,beijing,web,2.00,true,guangzhou,SKU-006,7,15.90,2026-01-03,ok
1207,25,shanghai,app,2.33,false,guangzhou,SKU-007,8,16.90,2026-01-04,ok
1208,26,shenzhen,retail,2.67,true,chengdu,SKU-008,1,17.90,2026-01-05,ok
1209,27,guangzhou,web,3.00,false,chengdu,SKU-009,2,18.90,2026-01-06,ok
1210,28,chengdu,app,3.33,true,hangzhou,SKU-010,3,19.90,2026-01-07,ok
1211,29,hangzhou,retail,3.67,false,hangzhou,SKU-011,4,20.90,2026-01-08,ok
1212,30,beijing,web,4.00,true,beijing,SKU-012,5,21.90,2026-01-09,ok
1213,31,shanghai,app,4.33,false,beijing,SKU-013,6,22.90,2026-01-10,ok
1214,32,shenzhen,retail,4.67,true,shanghai,SKU-014,7,23.90,2026-01-11,ok
1215,33,guangzhou,web,5.00,false,shanghai,SKU-015,8,24.90,2026-01-12,ok
1216,34,chengdu,app,5.33,true,shenzhen,SKU-016,1,25.90,2026-01-13,ok
1217,35,hangzhou,retail,5.67,false,shenzhen,SKU-017,2,26.90,2026-01-14,ok
1218,36,beijing,web,6.00,true,guangzhou,SKU-018,3,27.90,2026-01-15,ok
1219,37,shanghai,app,6.33,false,guangzhou,SKU-019,4,28.90,2026-01-16,ok
1220,38,shenzhen,retail,6.67,true,chengdu,SKU-020,5,9.90,2026-01-17,ok
1221,39,guangzhou,web,7.00,false,chengdu,SKU-021,6,10.90,2026-01-18,ok
1222,40,chengdu,app,7.33,true,hangzhou,SKU-022,7,11.90,2026-01-19,ok
1223,41,hangzhou,retail,7.67,false,hangzhou,SKU-023,8,12.90,2026-01-20,ok
1224,42,beijing,web,8.00,true,beijing,SKU-024,1,13.90,2026-01-21,ok
1225,43,shanghai,app,8.33,false,beijing,SKU-025,2,14.90,2026-01-22,ok
1226,44,shenzhen,retail,8.67,true,shanghai,SKU-026,3,15.90,2026-01-23,ok
1227,45,guangzhou,web,9.00,false,shanghai,SKU-027,4,16.90,2026-01-24,ok
1228,46,chengdu,app,9.33,true,shenzhen,SKU-028,5,17.90,2026-01-25,ok
1229,47,hangzhou,retail,9.67,false,shenzhen,SKU-029,6,18.90,2026-01-26,ok
1230,48,beijing,web,10.00,true,guangzhou,SKU-030,7,19.90,2026-01-27,ok
1231,49,shanghai,app,10.33,false,guangzhou,SKU-031,8,20.90,2026-01-28,ok
1232,50,shenzhen,retail,10.67,true,chengdu,SKU-032,1,21.90,2026-01-01,ok
1233,51,guangzhou,web,11.00,false,chengdu,SKU-033,2,22.90,2026-01-02,ok
1234,52,chengdu,app,11.33,true,hangzhou,SKU-034,3,23.90,2026-01-03,ok
1235,53,hangzhou,retail,11.67,false,hangzhou,SKU-035,4,24.90,2026-01-04,ok
1236,54,beijing,web,12.00,true,beijing,SKU-036,5,25.90,2026-01-05,ok
1237,55,shanghai,app,12.33,false,beijing,SKU-037,6,26.90,2026-01-06,ok
1238,56,shenzhen,retail,12.67,true,shanghai,SKU-038,7,27.90,2026-01-07,ok
1239,57,guangzhou,web,13.00,false,shanghai,SKU-039,8,28.90,2026-01-08,ok
1240,58,chengdu,app,13.33,true,shenzhen,SKU-000,1,9.90,2026-01-09,ok
1241,59,hangzhou,retail,13.67,false,shenzhen,SKU-001,2,10.90,2026-01-10,ok
1242,60,beijing,web,14.00,true,guangzhou,SKU-002,3,11.90,2026-01-11,ok
1243,61,shanghai,app,14.33,false,guangzhou,SKU-003,4,12.90,2026-01-12,ok
1244,62,shenzhen,retail,14.67,true,chengdu,SKU-004,5,13.90,2026-01-13,ok
1245,63,guangzhou,web,15.00,false,chengdu,SKU-005,6,14.90,2026-01-14,ok
1246,64,chengdu,app,15.33,true,hangzhou,SKU-006,7,15.90,2026-01-15,ok
1247,65,hangzhou,retail,15.67,false,hangzhou,SKU-007,8,16.90,2026-01-16,ok
1248,66,beijing,web,16.00,true,beijing,SKU-008,1,17.90,2026-01-17,ok
1249,67,shanghai,app,16.33,false,beijing,SKU-009,2,18.90,2026-01-18,ok
1250,18,shenzhen,retail,16.67,true,shanghai,SKU-010,3,19.90,2026-01-19,ok
1251,19,guangzhou,web,17.00,false,shanghai,SKU-011,4,20.90,2026-01-20,ok
1252,20,chengdu,app,17.33,true,shenzhen,SKU-012,5,21.90,2026-01-21,ok
1253,21,hangzhou,retail,17.67,false,shenzhen,SKU-013,6,22.90,2026-01-22,ok
1254,22,beijing,web,18.00,true,guangzhou,SKU-014,7,23.90,2026-01-23,ok
1255,23,shanghai,app,18.33,false,guangzhou,SKU-015,8,24.90,2026-01-24,ok
1256,24,shenzhen,retail,18.67,true,chengdu,SKU-016,1,25.90,2026-01-25,ok
1257,25,guangzhou,web,19.00,false,chengdu,SKU-017,2,26.90,2026-01-26,ok
1258,26,chengdu,app,19.33,true,hangzhou,SKU-018,3,27.90,2026-01-27,ok
1259,27,hangzhou,retail,19.67,false,hangzhou,SKU-019,4,28.90,2026-01-28,ok
1260,28,beijing,web,20.00,true,beijing,SKU-020,5,9.90,2026-01-01,ok
1261,29,shanghai,app,20.33,false,beijing,SKU-021,6,10.90,2026-01-02,ok
1262,30,shenzhen,retail,20.67,true,shanghai,SKU-022,7,11.90,2026-01-03,ok
1263,31,guangzhou,web,21.00,false,shanghai,SKU-023,8,12.90,2026-01-04,ok
1264,32,chengdu,app,21.33,true,shenzhen,SKU-024,1,13.90,2026-01-05,ok
1265,33,hangzhou,retail,21.67,false,shenzhen,SKU-025,2,14.90,2026-01-06,ok
1266,34,beijing,web,22.00,true,guangzhou,SKU-026,3,15.90,2026-01-07,ok
1267,35,shanghai,app,22.33,false,guangzhou,SKU-027,4,16.90,2026-01-08,ok
1268,36,shenzhen,retail,22.67,true,chengdu,SKU-028,5,17.90,2026-01-09,ok
1269,37,guangzhou,web,23.00,false,chengdu,SKU-029,6,18.90,2026-01-10,ok
1270,38,chengdu,app,23.33,true,hangzhou,SKU-030,7,19.90,2026-01-11,ok
1271,39,hangzhou,retail,23.67,false,hangzhou,SKU-031,8,20.90,2026-01-12,ok
1272,40,beijing,web,24.00,true,beijing,SKU-032,1,21.90,2026-01-13,ok
1273,41,shanghai,app,24.33,false,beijing,SKU-033,2,22.90,2026-01-14,ok
1274,42,shenzhen,retail,24.67,true,shanghai,SKU-034,3,23.90,2026-01-15,ok
1275,43,guangzhou,web,25.00,false,shanghai,SKU-035,4,24.90,2026-01-16,ok
1276,44,chengdu,app,25.33,true,shenzhen,SKU-036,5,25.90,2026-01-17,ok
1277,45,hangzhou,retail,25.67,false,shenzhen,SKU-037,6,26.90,2026-01-18,ok
1278,46,beijing,web,26.00,true,guangzhou,SKU-038,7,27.90,2026-01-19,ok
1279,47,shanghai,app,26.33,false,guangzhou,SKU-039,8,28.90,2026-01-20,ok
1280,48,shenzhen,retail,26.67,true,chengdu,SKU-000,1,9.90,2026-01-21,ok
1281,49,guangzhou,web,27.00,false,chengdu,SKU-001,2,10.90,2026-01-22,ok
1282,50,chengdu,app,27.33,true,hangzhou,SKU-002,3,11.90,2026-01-23,ok
1283,51,hangzhou,retail,27.67,false,hangzhou,SKU-003,4,12.90,2026-01-24,ok
1284,52,beijing,web,28.00,true,beijing,SKU-004,5,13.90,2026-01-25,ok
1285,53,shanghai,app,28.33,false,beijing,SKU-005,6,14.90,2026-01-26,ok
1286,54,shenzhen,retail,28.67,true,shanghai,SKU-006,7,15.90,2026-01-27,ok
1287,55,guangzhou,web,29.00,false,shanghai,SKU-007,8,16.90,2026-01-28,ok
1288,56,chengdu,app,29.33,true,shenzhen,SKU-008,1,17.90,2026-01-01,ok
1289,57,hangzhou,retail,29.67,false,shenzhen,SKU-009,2,18.90,2026-01-02,ok
1290,58,beijing,web,30.00,true,guangzhou,SKU-010,3,19.90,2026-01-03,ok
1291,59,shanghai,app,30.33,false,guangzhou,SKU-011,4,20.90,2026-01-04,ok
1292,60,shenzhen,retail,30.67,true,chengdu,SKU-012,5,21.90,2026-01-05,ok
1293,61,guangzhou,web,31.00,false,chengdu,SKU-013,6,22.90,2026-01-06,ok
1294,62,chengdu,app,31.33,true,hangzhou,SKU-014,7,23.90,2026-01-07,ok
1295,63,hangzhou,retail,31.67,false,hangzhou,SKU-015,8,24.90,2026-01-08,ok
1296,64,beijing,web,32.00,true,beijing,SKU-016,1,25.90,2026-01-09,ok
1297,65,shanghai,app,32.33,false,beijing,SKU-017,2,26.90,2026-01-10,ok
1298,66,shenzhen,retail,32.67,true,shanghai,SKU-018,3,27.90,2026-01-11,ok
1299,67,guangzhou,web,33.00,false,shanghai,SKU-019,4,28.90,2026-01-12,ok
1300,18,chengdu,app,0.00,true,shenzhen,SKU-020,5,9.90,2026-01-13,ok
1301,19,hangzhou,retail,0.33,false,shenzhen,SKU-021,6,10.90,2026-01-14,ok
1302,20,beijing,web,0.67,true,guangzhou,SKU-022,7,11.90,2026-01-15,ok
1303,21,shanghai,app,1.00,false,guangzhou,SKU-023,8,12.90,2026-01-16,ok
1304,22,shenzhen,retail,1.33,true,chengdu,SKU-024,1,13.90,2026-01-17,ok
1305,23,guangzhou,web,1.67,false,chengdu,SKU-025,2,14.90,2026-01-18,ok
1306,24,chengdu,app,2.00,true,hangzhou,SKU-026,3,15.90,2026-01-19,ok
1307,25,hangzhou,retail,2.33,false,hangzhou,SKU-027,4,16.90,2026-01-20,ok
1308,26,beijing,web,2.67,true,beijing,SKU-028,5,17.90,2026-01-21,ok
1309,27,shanghai,app,3.00,false,beijing,SKU-029,6,18.90,2026-01-22,ok
1310,28,shenzhen,retail,3.33,true,shanghai,SKU-030,7,19.90,2026-01-23,ok
1311,29,guangzhou,web,3.67,false,shanghai,SKU-031,8,20.90,2026-01-24,ok
1312,30,chengdu,app,4.00,true,shenzhen,SKU-032,1,21.90,2026-01-25,ok
1313,31,hangzhou,retail,4.33,false,shenzhen,SKU-033,2,22.90,2026-01-26,ok
1314,32,beijing,web,4.67,true,guangzhou,SKU-034,3,23.90,2026-01-27,ok
1315,33,shanghai,app,5.00,false,guangzhou,SKU-035,4,24.90,2026-01-28,ok
1316,34,shenzhen,retail,5.33,true,chengdu,SKU-036,5,25.90,2026-01-01,ok
1317,35,guangzhou,web,5.67,false,chengdu,SKU-037,6,26.90,2026-01-02,ok
1318,36,chengdu,app,6.00,true,hangzhou,SKU-038,7,27.90,2026-01-03,ok
1319,37,hangzhou,retail,6.33,false,hangzhou,SKU-039,8,28.90,2026-01-04,ok
1320,38,beijing,web,6.67,true,beijing,SKU-000,1,9.90,2026-01-05,ok
1321,39,shanghai,app,7.00,false,beijing,SKU-001,2,10.90,2026-01-06,ok
1322,40,shenzhen,retail,7.33,true,shanghai,SKU-002,3,11.90,2026-01-07,ok
1323,41,guangzhou,web,7.67,false,shanghai,SKU-003,4,12.90,2026-01-08,ok
1324,42,chengdu,app,8.00,true,shenzhen,SKU-004,5,13.90,2026-01-09,ok
1325,43,hangzhou,retail,8.33,false,shenzhen,SKU-005,6,14.90,2026-01-10,ok
1326,44,beijing,web,8.67,true,guangzhou,SKU-006,7,15.90,2026-01-11,ok
1327,45,shanghai,app,9.00,false,guangzhou,SKU-007,8,16.90,2026-01-12,ok
1328,46,shenzhen,retail,9.33,true,chengdu,SKU-008,1,17.90,2026-01-13,ok
1329,47,guangzhou,web,9.67,false,chengdu,SKU-009,2,18.90,2026-01-14,ok
1330,48,chengdu,app,10.00,true,hangzhou,SKU-010,3,19.90,2026-01-15,ok
1331,49,hangzhou,retail,10.33,false,hangzhou,SKU-011,4,20.90,2026-01-16,ok
1332,50,beijing,web,10.67,true,beijing,SKU-012,5,21.90,2026-01-17,ok
1333,51,shanghai,app,11.00,false,beijing,SKU-013,6,22.90,2026-01-18,ok
1334,52,shenzhen,retail,11.33,true,shanghai,SKU-014,7,23.90,2026-01-19,ok
1335,53,guangzhou,web,11.67,false,shanghai,SKU-015,8,24.90,2026-01-20,ok
1336,54,chengdu,app,12.00,true,shenzhen,SKU-016,1,25.90,2026-01-21,ok
1337,55,hangzhou,retail,12.33,false,shenzhen,SKU-017,2,26.90,2026-01-22,ok
1338,56,beijing,web,12.67,true,guangzhou,SKU-018,3,27.90,2026-01-23,ok
1339,57,shanghai,app,13.00,false,guangzhou,SKU-019,4,28.90,2026-01-24,ok
1340,58,shenzhen,retail,13.33,true,chengdu,SKU-020,5,9.90,2026-01-25,ok
1341,59,guangzhou,web,13.67,false,chengdu,SKU-021,6,10.90,2026-01-26,ok
1342,60,chengdu,app,14.00,true,hangzhou,SKU-022,7,11.90,2026-01-27,ok
1343,61,hangzhou,retail,14.33,false,hangzhou,SKU-023,8,12.90,2026-01-28,ok
1344,62,beijing,web,14.67,true,beijing,SKU-024,1,13.90,2026-01-01,ok
1345,63,shanghai,app,15.00,false,beijing,SKU-025,2,14.90,2026-01-02,ok
1346,64,shenzhen,retail,15.33,true,shanghai,SKU-026,3,15.90,2026-01-03,ok
1347,65,guangzhou,web,15.67,false,shanghai,SKU-027,4,16.90,2026-01-04,ok
1348,66,chengdu,app,16.00,true,shenzhen,SKU-028,5,17.90,2026-01-05,ok
1349,67,hangzhou,retail,16.33,false,shenzhen,SKU-029,6,18.90,2026-01-06,ok
1350,18,beijing,web,16.67,true,guangzhou,SKU-030,7,19.90,2026-01-07,ok
1351,19,shanghai,app,17.00,false,guangzhou,SKU-031,8,20.90,2026-01-08,ok
1352,20,shenzhen,retail,17.33,true,chengdu,SKU-032,1,21.90,2026-01-09,ok
1353,21,guangzhou,web,17.67,false,chengdu,SKU-033,2,22.90,2026-01-10,ok
1354,22,chengdu,app,18.00,true,hangzhou,SKU-034,3,23.90,2026-01-11,ok
1355,23,hangzhou,retail,18.33,false,hangzhou,SKU-035,4,24.90,2026-01-12,ok
1356,24,beijing,web,18.67,true,beijing,SKU-036,5,25.90,2026-01-13,ok
1357,25,shanghai,app,19.00,false,beijing,SKU-037,6,26.90,2026-01-14,ok
1358,26,shenzhen,retail,19.33,true,shanghai,SKU-038,7,27.90,2026-01-15,ok
1359,27,guangzhou,web,19.67,false,shanghai,SKU-039,8,28.90,2026-01-16,ok
1360,28,chengdu,app,20.00,true,shenzhen,SKU-000,1,9.90,2026-01-17,ok
1361,29,hangzhou,retail,20.33,false,shenzhen,SKU-001,2,10.90,2026-01-18,ok
1362,30,beijing,web,20.67,true,guangzhou,SKU-002,3,11.90,2026-01-19,ok
1363,31,shanghai,app,21.00,false,guangzhou,SKU-003,4,12.90,2026-01-20,ok
1364,32,shenzhen,retail,21.33,true,chengdu,SKU-004,5,13.90,2026-01-21,ok
1365,33,guangzhou,web,21.67,false,chengdu,SKU-005,6,14.90,2026-01-22,ok
1366,34,chengdu,app,22.00,true,hangzhou,SKU-006,7,15.90,2026-01-23,ok
1367,35,hangzhou,retail,22.33,false,hangzhou,SKU-007,8,16.90,2026-01-24,ok
1368,36,beijing,web,22.67,true,beijing,SKU-008,1,17.90,2026-01-25,ok
1369,37,shanghai,app,23.00,false,beijing,SKU-009,2,18.90,2026-01-26,ok
1370,38,shenzhen,retail,23.33,true,shanghai,SKU-010,3,19.90,2026-01-27,ok
1371,39,guangzhou,web,23.67,false,shanghai,SKU-011,4,20.90,2026-01-28,ok
1372,40,chengdu,app,24.00,true,shenzhen,SKU-012,5,21.90,2026-01-01,ok
1373,41,hangzhou,retail,24.33,false,shenzhen,SKU-013,6,22.90,2026-01-02,ok
1374,42,beijing,web,24.67,true,guangzhou,SKU-014,7,23.90,2026-01-03,ok
1375,43,shanghai,app,25.00,false,guangzhou,SKU-015,8,24.90,2026-01-04,ok
1376,44,shenzhen,retail,25.33,true,chengdu,SKU-016,1,25.90,2026-01-05,ok
1377,45,guangzhou,web,25.67,false,chengdu,SKU-017,2,26.90,2026-01-06,ok
1378,46,chengdu,app,26.00,true,hangzhou,SKU-018,3,27.90,2026-01-07,ok
1379,47,hangzhou,retail,26.33,false,hangzhou,SKU-019,4,28.90,2026-01-08,ok
1380,48,beijing,web,26.67,true,beijing,SKU-020,5,9.90,2026-01-09,ok
1381,49,shanghai,app,27.00,false,beijing,SKU-021,6,10.90,2026-01-10,ok
1382,50,shenzhen,retail,27.33,true,shanghai,SKU-022,7,11.90,2026-01-11,ok
1383,51,guangzhou,web,27.67,false,shanghai,SKU-023,8,12.90,2026-01-12,ok
1384,52,chengdu,app,28.00,true,shenzhen,SKU-024,1,13.90,2026-01-13,ok
1385,53,hangzhou,retail,28.33,false,shenzhen,SKU-025,2,14.90,2026-01-14,ok
1386,54,beijing,web,28.67,true,guangzhou,SKU-026,3,15.90,2026-01-15,ok
1387,55,shanghai,app,29.00,false,guangzhou,SKU-027,4,16.90,2026-01-16,ok
1388,56,shenzhen,retail,29.33,true,chengdu,SKU-028,5,17.90,2026-01-17,ok
1389,57,guangzhou,web,29.67,false,chengdu,SKU-029,6,18.90,2026-01-18,ok
1390,58,chengdu,app,30.00,true,hangzhou,SKU-030,7,19.90,2026-01-19,ok
1391,59,hangzhou,retail,30.33,false,hangzhou,SKU-031,8,20.90,2026-01-20,ok
1392,60,beijing,web,30.67,true,beijing,SKU-032,1,21.90,2026-01-21,ok
1393,61,shanghai,app,31.00,false,beijing,SKU-033,2,22.90,2026-01-22,ok
1394,62,shenzhen,retail,31.33,true,shanghai,SKU-034,3,23.90,2026-01-23,ok
1395,63,guangzhou,web,31.67,false,shanghai,SKU-035,4,24.90,2026-01-24,ok
1396,64,chengdu,app,32.00,true,shenzhen,SKU-036,5,25.90,2026-01-25,ok
1397,65,hangzhou,retail,32.33,false,shenzhen,SKU-037,6,26.90,2026-01-26,ok
1398,66,beijing,web,32.67,true,guangzhou,SKU-038,7,27.90,2026-01-27,ok
1399,67,shanghai,app,33.00,false,guangzhou,SKU-039,8,28.90,2026-01-28,ok
1400,18,shenzhen,retail,0.00,true,chengdu,SKU-000,1,9.90,2026-01-01,ok
1401,19,guangzhou,web,0.33,false,chengdu,SKU-001,2,10.90,2026-01-02,ok
1402,20,chengdu,app,0.67,true,hangzhou,SKU-002,3,11.90,2026-01-03,ok
1403,21,hangzhou,retail,1.00,false,hangzhou,SKU-003,4,12.90,2026-01-04,ok
1404,22,beijing,web,1.33,true,beijing,SKU-004,5,13.90,2026-01-05,ok
1405,23,shanghai,app,1.67,false,beijing,SKU-005,6,14.90,2026-01-06,ok
1406,24,shenzhen,retail,2.00,true,shanghai,SKU-006,7,15.90,2026-01-07,ok
1407,25,guangzhou,web,2.33,false,shanghai,SKU-007,8,16.90,2026-01-08,ok
1408,26,chengdu,app,2.67,true,shenzhen,SKU-008,1,17.90,2026-01-09,ok
1409,27,hangzhou,retail,3.00,false,shenzhen,SKU-009,2,18.90,2026-01-10,ok
1410,28,beijing,web,3.33,true,guangzhou,SKU-010,3,19.90,2026-01-11,ok
1411,29,shanghai,app,3.67,false,guangzhou,SKU-011,4,20.90,2026-01-12,ok
1412,30,shenzhen,retail,4.00,true,chengdu,SKU-012,5,21.90,2026-01-13,ok
1413,31,guangzhou,web,4.33,false,chengdu,SKU-013,6,22.90,2026-01-14,ok
1414,32,chengdu,app,4.67,true,hangzhou,SKU-014,7,23.90,2026-01-15,ok
1415,33,hangzhou,retail,5.00,false,hangzhou,SKU-015,8,24.90,2026-01-16,ok
1416,34,beijing,web,5.33,true,beijing,SKU-016,1,25.90,2026-01-17,ok
1417,35,shanghai,app,5.67,false,beijing,SKU-017,2,26.90,2026-01-18,ok
1418,36,shenzhen,retail,6.00,true,shanghai,SKU-018,3,27.90,2026-01-19,ok
1419,37,guangzhou,web,6.33,false,shanghai,SKU-019,4,28.90,2026-01-20,ok
1420,38,chengdu,app,6.67,true,shenzhen,SKU-020,5,9.90,2026-01-21,ok
1421,39,hangzhou,retail,7.00,false,shenzhen,SKU-021,6,10.90,2026-01-22,ok
1422,40,beijing,web,7.33,true,guangzhou,SKU-022,7,11.90,2026-01-23,ok
1423,41,shanghai,app,7.67,false,guangzhou,SKU-023,8,12.90,2026-01-24,ok
1424,42,shenzhen,retail,8.00,true,chengdu,SKU-024,1,13.90,2026-01-25,ok
1425,43,guangzhou,web,8.33,false,chengdu,SKU-025,2,14.90,2026-01-26,ok
1426,44,chengdu,app,8.67,true,hangzhou,SKU-026,3,15.90,2026-01-27,ok
1427,45,hangzhou,retail,9.00,false,hangzhou,SKU-027,4,16.90,2026-01-28,ok
1428,46,beijing,web,9.33,true,beijing,SKU-028,5,17.90,2026-01-01,ok
1429,47,shanghai,app,9.67,false,beijing,SKU-029,6,18.90,2026-01-02,ok
1430,48,shenzhen,retail,10.00,true,shanghai,SKU-030,7,19.90,2026-01-03,ok
1431,49,guangzhou,web,10.33,false,shanghai,SKU-031,8,20.90,2026-01-04,ok
1432,50,chengdu,app,10.67,true,shenzhen,SKU-032,1,21.90,2026-01-05,ok
1433,51,hangzhou,retail,11.00,false,shenzhen,SKU-033,2,22.90,2026-01-06,ok
1434,52,beijing,web,11.33,true,guangzhou,SKU-034,3,23.90,2026-01-07,ok
1435,53,shanghai,app,11.67,false,guangzhou,SKU-035,4,24.90,2026-01-08,ok
1436,54,shenzhen,retail,12.00,true,chengdu,SKU-036,5,25.90,2026-01-09,ok
1437,55,guangzhou,web,12.33,false,chengdu,SKU-037,6,26.90,2026-01-10,ok
1438,56,chengdu,app,12.67,true,hangzhou,SKU-038,7,27.90,2026-01-11,ok
1439,57,hangzhou,retail,13.00,false,hangzhou,SKU-039,8,28.90,2026-01-12,ok
1440,58,beijing,web,13.33,true,beijing,SKU-000,1,9.90,2026-01-13,ok
1441,59,shanghai,app,13.67,false,beijing,SKU-001,2,10.90,2026-01-14,ok
1442,60,shenzhen,retail,14.00,true,shanghai,SKU-002,3,11.90,2026-01-15,ok
1443,61,guangzhou,web,14.33,false,shanghai,SKU-003,4,12.90,2026-01-16,ok
1444,62,chengdu,app,14.67,true,shenzhen,SKU-004,5,13.90,2026-01-17,ok
1445,63,hangzhou,retail,15.00,false,shenzhen,SKU-005,6,14.90,2026-01-18,ok
1446,64,beijing,web,15.33,true,guangzhou,SKU-006,7,15.90,2026-01-19,ok
1447,65,shanghai,app,15.67,false,guangzhou,SKU-007,8,16.90,2026-01-20,ok
1448,66,shenzhen,retail,16.00,true,chengdu,SKU-008,1,17.90,2026-01-21,ok
1449,67,guangzhou,web,16.33,false,chengdu,SKU-009,2,18.90,2026-01-22,ok
1450,18,chengdu,app,16.67,true,hangzhou,SKU-010,3,19.90,2026-01-23,ok
1451,19,hangzhou,retail,17.00,false,hangzhou,SKU-011,4,20.90,2026-01-24,ok
1452,20,beijing,web,17.33,true,beijing,SKU-012,5,21.90,2026-01-25,ok
1453,21,shanghai,app,17.67,false,beijing,SKU-013,6,22.90,2026-01-26,ok
1454,22,shenzhen,retail,18.00,true,shanghai,SKU-014,7,23.90,2026-01-27,ok
1455,23,guangzhou,web,18.33,false,shanghai,SKU-015,8,24.90,2026-01-28,ok
1456,24,chengdu,app,18.67,true,shenzhen,SKU-016,1,25.90,2026-01-01,ok
1457,25,hangzhou,retail,19.00,false,shenzhen,SKU-017,2,26.90,2026-01-02,ok
1458,26,beijing,web,19.33,true,guangzhou,SKU-018,3,27.90,2026-01-03,ok
1459,27,shanghai,app,19.67,false,guangzhou,SKU-019,4,28.90,2026-01-04,ok
1460,28,shenzhen,retail,20.00,true,chengdu,SKU-020,5,9.90,2026-01-05,ok
1461,29,guangzhou,web,20.33,false,chengdu,SKU-021,6,10.90,2026-01-06,ok
1462,30,chengdu,app,20.67,true,hangzhou,SKU-022,7,11.90,2026-01-07,ok
1463,31,hangzhou,retail,21.00,false,hangzhou,SKU-023,8,12.90,2026-01-08,ok
1464,32,beijing,web,21.33,true,beijing,SKU-024,1,13.90,2026-01-09,ok
1465,33,shanghai,app,21.67,false,beijing,SKU-025,2,14.90,2026-01-10,ok
1466,34,shenzhen,retail,22.00,true,shanghai,SKU-026,3,15.90,2026-01-11,ok
1467,35,guangzhou,web,22.33,false,shanghai,SKU-027,4,16.90,2026-01-12,ok
1468,36,chengdu,app,22.67,true,shenzhen,SKU-028,5,17.90,2026-01-13,ok
1469,37,hangzhou,retail,23.00,false,shenzhen,SKU-029,6,18.90,2026-01-14,ok
1470,38,beijing,web,23.33,true,guangzhou,SKU-030,7,19.90,2026-01-15,ok
1471,39,shanghai,app,23.67,false,guangzhou,SKU-031,8,20.90,2026-01-16,ok
1472,40,shenzhen,retail,24.00,true,chengdu,SKU-032,1,21.90,2026-01-17,ok
1473,41,guangzhou,web,24.33,false,chengdu,SKU-033,2,22.90,2026-01-18,ok
1474,42,chengdu,app,24.67,true,hangzhou,SKU-034,3,23.90,2026-01-19,ok
1475,43,hangzhou,retail,25.00,false,hangzhou,SKU-035,4,24.90,2026-01-20,ok
1476,44,beijing,web,25.33,true,beijing,SKU-036,5,25.90,2026-01-21,ok
1477,45,shanghai,app,25.67,false,beijing,SKU-037,6,26.90,2026-01-22,ok
1478,46,shenzhen,retail,26.00,true,shanghai,SKU-038,7,27.90,2026-01-23,ok
1479,47,guangzhou,web,26.33,false,shanghai,SKU-039,8,28.90,2026-01-24,ok
1480,48,chengdu,app,26.67,true,shenzhen,SKU-000,1,9.90,2026-01-25,ok
1481,49,hangzhou,retail,27.00,false,shenzhen,SKU-001,2,10.90,2026-01-26,ok
1482,50,beijing,web,27.33,true,guangzhou,SKU-002,3,11.90,2026-01-27,ok
1483,51,shanghai,app,27.67,false,guangzhou,SKU-003,4,12.90,2026-01-28,ok
1484,52,shenzhen,retail,28.00,true,chengdu,SKU-004,5,13.90,2026-01-01,ok
1485,53,guangzhou,web,28.33,false,chengdu,SKU-005,6,14.90,2026-01-02,ok
1486,54,chengdu,app,28.67,true,hangzhou,SKU-006,7,15.90,2026-01-03,ok
1487,55,hangzhou,retail,29.00,false,hangzhou,SKU-007,8,16.90,2026-01-04,ok
1488,56,beijing,web,29.33,true,beijing,SKU-008,1,17.90,2026-01-05,ok
1489,57,shanghai,app,29.67,false,beijing,SKU-009,2,18.90,2026-01-06,ok
